gender,kais_direct,kais_rr,Duration (in seconds),StartDate,FL_63_DO_saied_sensitive,FL_63_DO_saied_nonsensitive,ResponseId,ExternalReference
Male,NA,Both statements are true OR neither is true.,1238,2023-07-28,1,NA,R_eLovE4kDzd2oQE1,R_3RrRcP7zLlY1drW
Male,NA,Both statements are true OR neither is true.,1601,2023-07-28,1,NA,R_roJ3RQhR7PqON7r,R_1digKnfC08Mtxqu
Female,Yes,NA,655,2023-07-28,NA,1,R_qWKsuWYE9EBShqh,R_1jdf91s4zrn1Z3A
Male,Yes,NA,173,2023-07-28,NA,1,R_1IcJB1AVe7YMHJb,R_3RlOEUeLRKvaerU
Male,NA,One of the two statements is true.,1593,2023-07-28,1,NA,R_3EfBLvluL2Ojrng,R_3EgpnmCVzePhLPa
Female,No,NA,828,2023-07-28,NA,1,R_2ZOCWYgsNZUCoK5,R_43l1BTJpIveFeJH
Female,NA,One of the two statements is true.,631,2023-07-28,1,NA,R_1mDEjncK98QqHiA,R_vCCNk5bC62ZBFAZ
Male,NA,Both statements are true OR neither is true.,39796,2023-07-28,1,NA,R_3lzaFpeS6uzwp3W,R_xltluewMLFypJbH
Female,NA,One of the two statements is true.,233,2023-07-29,1,NA,R_2xzqGSuRNT2AcER,R_uxqtJRWihJVS7Zv
Male,NA,One of the two statements is true.,798,2023-07-29,1,NA,R_DRW99vc1VPF9Ll7,R_302KDLNMP5cM669
Male,NA,Both statements are true OR neither is true.,1467,2023-07-29,1,NA,R_1jrLCJtNRKKIyd1,R_3dYRGeiI3QeAcEC
Male,NA,Both statements are true OR neither is true.,1246,2023-07-29,1,NA,R_31hZiIdHZk9VQW9,R_27lLCnaA1NAslCL
Female,No,NA,736,2023-07-29,NA,1,R_eWMozOJiS60b1Bv,R_poqWnfbjmhZ9bsB
Female,No,NA,823,2023-07-29,NA,1,R_3QMoOS9mLMWE9rn,R_3m2bsTkEqmGRnBt
Male,No,NA,345,2023-07-29,NA,1,R_122OoVCtMjUGkBl,R_b4lqJFLt4cw03yV
Female,NA,Both statements are true OR neither is true.,1604,2023-07-29,1,NA,R_8dX86uYvV0wctDX,R_1IrUP8bCxj5kXp8
Female,No,NA,843,2023-07-29,NA,1,R_zYa2IvmZuqQ19qp,R_3kBZ5sNhUkhhVoR
Male,NA,One of the two statements is true.,1313,2023-07-29,1,NA,R_1dgfuEAwi8Po9AF,R_2rC7g0fvlEeBqC2
Female,NA,Both statements are true OR neither is true.,1187,2023-07-29,1,NA,R_3n2UyO7le3YvcU7,R_1jTkOn2K226E60y
Male,NA,One of the two statements is true.,1122,2023-07-29,1,NA,R_2Vs9BbCOhEowWSw,R_6S5NPSminY9nPLX
Female,NA,One of the two statements is true.,950,2023-07-29,1,NA,R_2agZD98jVnjjjnQ,R_1imSSfaEa69ULcs
Male,No,NA,3100,2023-07-29,NA,1,R_3irSHaNJ9IKKWyx,R_bw0d4eloUMXwx9v
Male,NA,One of the two statements is true.,2077,2023-07-29,1,NA,R_T0nV0Zjf2FJ3yXn,R_22G5Nj1OQjFbXva
Male,NA,NA,4382,2023-07-29,1,NA,R_3PLvc4P60R2ZxnT,R_tM5UUcQ6JmFLKtH
Male,No,NA,2661,2023-07-29,NA,1,R_vr7WyRTwUH13MWt,R_2Cy0M4FX4ZhZpFf
Female,No,NA,444,2023-07-29,NA,1,R_1IlRTytOvEqx0wv,R_O85BtbaWJZbiqGJ
Male,NA,One of the two statements is true.,928,2023-07-29,1,NA,R_2tlFEjSjTc0Ucbb,R_26liObATQRVL77m
Male,Yes,NA,720,2023-07-29,NA,1,R_2attPLl1MPcL4Mf,R_3nveCIzTCiE2TxB
Male,No,NA,1091,2023-07-29,NA,1,R_3JF2Vg1pyIxK6qm,R_1d62lerTlUQreww
Male,No,NA,978,2023-07-29,NA,1,R_1H5zgle2PTwv8Hw,R_7W1ZUd3KEmmGrQJ
Male,NA,Both statements are true OR neither is true.,1665,2023-07-29,1,NA,R_BukSpwqIb5Q8Vz3,R_2DUJIq8GNa1E26t
Female,No,NA,891,2023-07-29,NA,1,R_2pMpTcILK74M160,R_2UhYgpSK224H7FT
Female,No,NA,800,2023-07-29,NA,1,R_tSQrYnJhjYXgJZn,R_2y47CoTOgMBgv6J
Male,NA,One of the two statements is true.,2907,2023-07-29,1,NA,R_2woveTi5sEJkrRk,R_3NxQglHZVLk3zyc
Male,NA,One of the two statements is true.,639,2023-07-29,1,NA,R_2dYHnBxlIl3JlDR,R_3IahvH28Sx4PUMa
Male,Yes,NA,939,2023-07-29,NA,1,R_27WFr2dHXrOJDaA,R_1DVhpqieTksuO1h
Female,No,NA,31313,2023-07-29,NA,1,R_3qJsyKjdLhjPjFA,R_1BRS4jItZiWMO1K
Male,NA,Both statements are true OR neither is true.,11866,2023-07-29,1,NA,R_3NFfTL5KaIzgkr8,R_3s1g1skxZemGIHd
Male,Yes,NA,1282,2023-07-30,NA,1,R_1cYvJigGlZW52fH,R_22XngR62FMsSHq8
Other:,NA,One of the two statements is true.,922,2023-07-30,1,NA,R_zUsgYoddUZf6z1n,R_2mgy3N1vYA0gd3j
Male,Yes,NA,6202,2023-07-30,NA,1,R_1GDIZdY1IV0WhVW,R_1K23AhuwN8aDnrS
Female,NA,Both statements are true OR neither is true.,15674,2023-07-29,1,NA,R_25TrQxYBoU1SBQi,R_2dgakHINr53eb3r
Male,NA,Both statements are true OR neither is true.,786,2023-07-30,1,NA,R_2SoVjwT2zaEyi87,R_sp6SKJB9gGK5EEV
Male,Yes,NA,1044,2023-07-30,NA,1,R_b88nUQ6d99mmITL,R_01ZNHxRatm9JhU5
Female,No,NA,1634,2023-07-30,NA,1,R_3ISGEBfumaXl6Cf,R_07AeeKCVuveGTRv
Female,No,NA,193,2023-07-30,NA,1,R_2CHv4IGWjc7FvzI,R_2AKLSISE8l3nYFT
Male,No,NA,1440,2023-07-30,NA,1,R_1msH8yDG6nPMwWh,R_22Juc4CbMbmDx20
Male,No,NA,1831,2023-07-30,NA,1,R_Qgl4OgxYXr1eitP,R_29sQpXU4fVQ7wV7
Male,NA,One of the two statements is true.,544,2023-07-30,1,NA,R_27QAcP5UpmOjJzy,R_7UnOibNxft80mxb
Male,No,NA,404,2023-07-30,NA,1,R_3KI0EM31GaONE31,R_3fHmJwtVcxCtz2S
Male,No,NA,600,2023-07-30,NA,1,R_3F4FWjEjblxj6WB,R_1GDZObZW7L75W0n
Female,No,NA,387,2023-07-30,NA,1,R_7VZr4wMV0It03Qd,R_1NlbH76p18J5mtL
Female,NA,Both statements are true OR neither is true.,1028,2023-07-30,1,NA,R_2PzHIcY2f0kkimy,R_27fmYimJIWUBvci
Male,NA,One of the two statements is true.,1377,2023-07-30,1,NA,R_263HdCtAYrUMpIM,R_3Jeld03e4Qc2IQ1
Male,Yes,NA,366,2023-07-30,NA,1,R_cGtfGwIoWXzN2Qp,R_22txoFfF3dLsEag
Male,NA,One of the two statements is true.,815,2023-07-30,1,NA,R_1r7GMfg1uzeArV9,R_2PzgVIye0NRVKzO
Male,NA,One of the two statements is true.,454,2023-07-30,1,NA,R_3kmMhPhhKqUuxvz,R_1LujerFglQtdZEp
Male,Yes,NA,1280,2023-07-30,NA,1,R_2zJ67pqZANn4N11,R_338bWR66eS8oQBY
Male,NA,One of the two statements is true.,1650,2023-07-30,1,NA,R_2SDO07bI24cVwLQ,R_6XL97uocUyhHJ5v
Male,Yes,NA,1638,2023-07-30,NA,1,R_VIKvrK2Yg9s8nfz,R_rezJCq7Xss901AR
Male,No,NA,2911,2023-07-30,NA,1,R_2ZJjlD57OMxy9rd,R_6WN2Qc8VY7KUluF
Male,No,NA,1280,2023-07-30,NA,1,R_r9IzlDPnmejlRkd,R_1hzfHbbgekLAxNe
Male,No,NA,1119,2023-07-30,NA,1,R_3MuEQjROW6kPuP6,R_tGRk9nlXXWf2byV
Male,NA,Both statements are true OR neither is true.,716,2023-07-31,1,NA,R_3HNQSiIVoHFWp1o,R_1jHOVZm881Xh1J3
Male,NA,NA,1958,2023-07-31,1,NA,R_2XhQU04UJ5rZcDS,R_ANZPOXeJwhENqfv
Male,NA,Both statements are true OR neither is true.,1576,2023-07-31,1,NA,R_12FmtrQbl97px8N,R_8ek51HHTLjOE2rL
Male,NA,Both statements are true OR neither is true.,676,2023-07-31,1,NA,R_vSMJwtg79yBPJeN,R_33BvW4bmR8TwT3H
Male,NA,Both statements are true OR neither is true.,1079,2023-07-31,1,NA,R_scgdLv6CLlO4fcZ,R_1N2NVkeDodphxQq
Male,NA,One of the two statements is true.,1492,2023-07-31,1,NA,R_3MMuGDv1IKnk0Kw,R_0cgrp8DwIPanpDz
Male,NA,One of the two statements is true.,1140,2023-07-31,1,NA,R_21oXFDnxi1bQrZC,R_UECv5fKazMwnzNf
Female,No,NA,1050,2023-07-31,NA,1,R_2s0IsQX9Z0aFv5P,R_0vae3Xy2ugsMbvj
Male,NA,Both statements are true OR neither is true.,33265,2023-07-31,1,NA,R_2AX4jwY4c9XtgWi,R_1q1Uz9wRLHnynWZ
Female,No,NA,865,2023-07-31,NA,1,R_1rxhrSKPHDy9qlC,R_2ab1ki6ltzGBD7h
Male,NA,Both statements are true OR neither is true.,853,2023-07-31,1,NA,R_1CBBhpOeTF3QGlV,R_3p0g3ff4R8mOrAc
Male,NA,Both statements are true OR neither is true.,545,2023-07-31,1,NA,R_1kMKGw3LcB4AmJq,R_2amETzqtJH2bJGL
Female,NA,One of the two statements is true.,549,2023-07-31,1,NA,R_ewzPNFsIUwpnSs9,R_1QilMaYPwGvMdiN
Female,NA,Both statements are true OR neither is true.,1467,2023-07-31,1,NA,R_3rG2H8Meep3WRG4,R_3oAtRmjqEMJdZYO
Male,NA,Both statements are true OR neither is true.,1217,2023-07-31,1,NA,R_3HIDGXKBEWpnIl7,R_1DD6gzAgcmZL2aa
Male,No,NA,1170,2023-07-31,NA,1,R_2S2ZQsvcJl2A8Fd,R_1Gv7lIGa2pcSjOS
Male,NA,Both statements are true OR neither is true.,1371,2023-07-31,1,NA,R_psmaafpoCqxScnv,R_3iPEwsBau60IRG1
Female,No,NA,1218,2023-07-31,NA,1,R_2ylRHjkUEM5oWWm,R_1pXKSnQEn6xelW6
Male,No,NA,4700,2023-07-31,NA,1,R_29fUu8l6ubRZoGa,R_3jd3KcoXWguitm6
Male,NA,Both statements are true OR neither is true.,1202,2023-07-31,1,NA,R_1k0P0gEA3qvnFRC,R_2pSQtKdvyQG3ZSU
Male,No,NA,424559,2023-07-26,NA,1,R_1guoSUyD49DY9LZ,R_3IbOQ0plcAFXpqy
Male,NA,One of the two statements is true.,1102,2023-07-31,1,NA,R_3me1XkQVp8aL8tW,R_2tKmYpTuQvGIMEJ
Female,NA,One of the two statements is true.,591,2023-07-31,1,NA,R_2uPN7aljVpCax9E,R_2wLTHrne7Ts30yx
Male,NA,Both statements are true OR neither is true.,800,2023-07-31,1,NA,R_1IxQ2nESyEfJNhA,R_Q0xHsWIotG0oHYd
Male,No,NA,1455058,2023-07-14,NA,1,R_2ckACFr6ZZ1pXyD,R_eeq3eOJXohIlPtT
Male,NA,Both statements are true OR neither is true.,650,2023-07-31,1,NA,R_AyOzlc0KbudqbGF,R_2qsdTaKLMgqGW6R
Female,NA,One of the two statements is true.,860,2023-07-31,1,NA,R_21pkNxX6vrRlj7W,R_3RfPN0Ij2JUkhRf
Male,NA,One of the two statements is true.,873,2023-07-31,1,NA,R_ptJ4uUUGJrU29Fv,R_s4JGwGzjsk4I2Yh
Male,NA,Both statements are true OR neither is true.,1062,2023-07-31,1,NA,R_2Vg1ZXLpaSyN8MI,R_3PpLObsylM4yQUS
Male,No,NA,626358,2023-07-24,NA,1,R_1Ns2ut4BUOvVkab,R_31N55hrgjFmInSM
Male,NA,One of the two statements is true.,16606,2023-07-31,1,NA,R_3NQHUSsEcIM4kmP,R_3koFyh0445wgLp9
Female,NA,Both statements are true OR neither is true.,1268,2023-08-01,1,NA,R_1F8OkhOvaYfQ8QY,R_XB3S5PcnwvpBv8d
Male,NA,One of the two statements is true.,81388,2023-07-31,1,NA,R_1JUAIcJMBzHmOJS,R_PBqzPgNhc2I8diN
Female,NA,One of the two statements is true.,69844,2023-07-31,1,NA,R_rfJXbAnVZE1mLUl,R_1MKjzUXWb82UKk3
Female,Yes,NA,2415,2023-08-01,NA,1,R_eA0ehPKn7gdfu5X,R_2wQQKhrWHBqoPcN
Male,No,NA,470,2023-08-01,NA,1,R_3L2dtSvirsYrAIG,R_2UgVQ2uvWvSsmXD
Female,No,NA,656,2023-08-01,NA,1,R_1KyhKMtrFLBC2o4,R_20Z0sO89cCgnD72
Male,Yes,NA,491,2023-08-01,NA,1,R_29iVPbZFUq7oybl,R_2Wxpirle7k2tM1A
Male,NA,One of the two statements is true.,565,2023-08-01,1,NA,R_1FnuX2GSs1bVf4q,R_3htkVgBA7rd8MVJ
Male,No,NA,1115,2023-08-01,NA,1,R_1JCHa4SRac2zqd0,R_2qdxqwite0Ztxj8
Female,Yes,NA,375,2023-08-01,NA,1,R_NVHYif4bGN1IICd,R_3HM4gJFqv0G5OxV
Male,Yes,NA,986,2023-08-01,NA,1,R_2CqQ91frlm4uK0L,R_6xIulXYl0sDtZBf
Female,No,NA,833,2023-08-01,NA,1,R_PB4zoymVkpi8S9X,R_1BmQc9wzGEviCTT
Female,NA,One of the two statements is true.,457,2023-08-01,1,NA,R_ex1CBxrXxmRBAs1,R_eCGEghfg739GUBb
Male,No,NA,877,2023-08-01,NA,1,R_56kRrM68C49EAYp,R_AFEg5kqINA3dTBD
Male,NA,Both statements are true OR neither is true.,2144,2023-08-01,1,NA,R_3G2MrjdYIcVGR5Y,R_3PG1Qc2TFVErjj9
Female,No,NA,2287,2023-08-01,NA,1,R_2AXuzumMFL0MzoJ,R_3O8PWJgOJF8QIqi
Female,NA,One of the two statements is true.,371,2023-08-01,1,NA,R_1hWEzZUnmLDc7U0,R_2t5OomYJvB0fXWf
Female,No,NA,581,2023-08-01,NA,1,R_32JAzTgqYdshOJz,R_3QJiX4q8Vk5j9gT
Male,NA,One of the two statements is true.,757274,2023-07-24,1,NA,R_sFLYDro7B4G5ypP,R_2uwFy2Gau2s3bxl
Male,Yes,NA,76723,2023-07-31,NA,1,R_2tyafWUjKb7c2Yg,R_2rNI84tfnFPoyhH
Male,NA,One of the two statements is true.,560,2023-08-01,1,NA,R_1hzfSzfKBd9XZvv,R_1P1Pf5s3q2lyunB
Female,Yes,NA,292,2023-08-01,NA,1,R_12lpM239ZlqhtVN,R_2uCH1oPmQGN27oo
Female,No,NA,1127,2023-08-01,NA,1,R_3ptB5eLcuBWsWih,R_3hmr4e5NSfyriQ8
Male,NA,Both statements are true OR neither is true.,25053,2023-08-01,1,NA,R_1FfZnRDlGmwSSht,R_xrN63inoWef1hrb
Female,NA,Both statements are true OR neither is true.,492,2023-08-02,1,NA,R_2QWlr0duarTRXC6,R_Rl62i3NvAQufRCh
Female,No,NA,339947,2023-07-29,NA,1,R_270SjMzgiGnzoEb,R_DpCWlfYCKxxxBv3
Female,Yes,NA,798,2023-08-02,NA,1,R_2U5fpu0cbPgNT2N,R_6Vj2VMOG0Tp0SZP
Male,NA,Both statements are true OR neither is true.,1233,2023-08-02,1,NA,R_9AIVjUp1afEEiAx,R_26fIfuc3H8RmfSN
Male,NA,Both statements are true OR neither is true.,925,2023-08-02,1,NA,R_26o26GkXZgJGV8r,R_1AYpMISPuzzFYkN
Male,NA,Both statements are true OR neither is true.,702,2023-08-02,1,NA,R_1CCkv8xgK6SMa0t,R_1Cp7YfvpPtR80ui
Male,NA,Both statements are true OR neither is true.,808,2023-08-02,1,NA,R_1Ov67ejShexOdDK,R_SMNjG0O2iO0N5nz
Female,Yes,NA,629,2023-08-02,NA,1,R_2EhrVDsmIN24YBL,R_322Q1qOzOUBtyJf
Male,NA,Both statements are true OR neither is true.,678,2023-08-02,1,NA,R_3q99fKyYXSGsz4B,R_pPE2kqjkd6rlOdb
Female,Yes,NA,502,2023-08-02,NA,1,R_32X771y2T7bQaVn,R_27VDooUtmZ3r7uM
Male,No,NA,1745,2023-08-02,NA,1,R_2VPBHxsJwJe4xwh,R_3O1zmBN6685MQtX
Female,NA,Both statements are true OR neither is true.,1070,2023-08-02,1,NA,R_2BznQ0upRF3IIn9,R_2A0AcN3kbXCKcmF
Female,No,NA,3203,2023-08-02,NA,1,R_2Si6FcADGEO8ySL,R_2nP1PZv0kFaxzPz
Female,Yes,NA,3074,2023-08-02,NA,1,R_UZ5ahraVjBovncl,R_XvP1drZNxSgvQM9
Female,No,NA,1003,2023-08-02,NA,1,R_3fcuhl77izQhnrz,R_2zewRh4QeL4oHbs
Female,Yes,NA,418,2023-08-02,NA,1,R_RwSTV5t2TAWc63L,R_1r0y4kLUScYmH9s
Female,No,NA,4316,2023-08-02,NA,1,R_2rJdQZn3gWQ6RAp,R_2ZW7wrifYdZTEcH
Male,NA,Both statements are true OR neither is true.,2265,2023-08-02,1,NA,R_1CrL4AHB4QrsrK9,R_1dm02HNZvA9X9ja
Male,NA,Both statements are true OR neither is true.,860,2023-08-02,1,NA,R_5uM4EOFEqz03lpn,R_12Q25glANYWyuzv
Female,No,NA,2105,2023-08-02,NA,1,R_beYmt8vZy8CeqK5,R_1mOUbO5CJnGASvu
Male,NA,Both statements are true OR neither is true.,159837,2023-07-31,1,NA,R_UuVD3im9w0U2zBf,R_21H6Jl1nsclHKi2
Female,No,NA,6516,2023-08-02,NA,1,R_vTTAFGcJptYd1gB,R_OPuIh3mfPnH3AsN
Male,No,NA,335,2023-08-02,NA,1,R_1JPY5yyUgalwgMu,R_3lLWHgnGhOV3Jhv
Female,NA,One of the two statements is true.,664,2023-08-02,1,NA,R_3eqvUl4YBpBzljz,R_1kIhx20gH4z8qaa
Male,No,NA,1027,2023-08-02,NA,1,R_3RfQazMnLVIqR7S,R_qWtgngjSLyxP8Pf
Female,NA,One of the two statements is true.,1279,2023-08-02,1,NA,R_3qau3refKD1MmOA,R_1g1PFrWnpOyR9iH
Female,NA,Both statements are true OR neither is true.,1620,2023-08-02,1,NA,R_1K0GT9NZKmz2aay,R_1N2LbQvY0Xy6BQo
Male,NA,Both statements are true OR neither is true.,1099,2023-08-02,1,NA,R_28GMpClcb0ENcGQ,R_3HzF6QPtehcUB8S
Female,No,NA,761,2023-08-02,NA,1,R_1oBxqQ2BSI3vsCl,R_1mypwwCQgR5Lk4q
Female,Yes,NA,747,2023-08-02,NA,1,R_2axJu7E7a0alRNX,R_1Hk19xAvErwh79b
Male,NA,One of the two statements is true.,517,2023-08-02,1,NA,R_ewAW3U2EbGCM2JP,R_UJQNdUSki2J0yNb
Female,NA,NA,512,2023-08-02,NA,1,R_1DAQosfWtZkiR3f,R_3Kx6QbKqycLBVe6
Male,No,NA,4151,2023-08-02,NA,1,R_12r65NP0dRKpVF0,R_2ALoMxtaCpKCoFY
Male,No,NA,784,2023-08-02,NA,1,R_2dKgCKQWzlzcYPe,R_1P4PmEGn0cBvNSV
Male,NA,Both statements are true OR neither is true.,7354,2023-08-02,1,NA,R_rewFdwYkb7NVE2Z,R_3lS7TQ4BZ39p8Hy
Female,No,NA,365,2023-08-02,NA,1,R_2916l6uof62NSGE,R_30k59PtCNZ6CvcA
Male,Yes,NA,368,2023-08-02,NA,1,R_Z34DDy2qAxEEHQt,R_2XnvIMHe7R1dw68
Male,NA,Both statements are true OR neither is true.,1279,2023-08-02,1,NA,R_aVJeWjCEalyhEid,R_2ea7xs7HCeinESd
Male,NA,One of the two statements is true.,1484,2023-08-02,1,NA,R_6ETUliYn4kL9Pt7,R_1LTFqHiUvMETGAS
Male,NA,One of the two statements is true.,350,2023-08-02,1,NA,R_1rHV3dPg6VTJayN,R_1jPcrDz2TuTA1K1
Male,NA,Both statements are true OR neither is true.,399,2023-08-02,1,NA,R_22yNajHeTxULLet,R_2TzMa1kmF9vzxc5
Male,Yes,NA,321,2023-08-02,NA,1,R_xE3gDotMu3PopLH,R_3KQ7gtdvpsSjGQ8
Female,NA,Both statements are true OR neither is true.,181,2023-08-02,1,NA,R_3psXDiyA7sJEjB4,R_1jvMxzfnx6bZqMt
Male,NA,One of the two statements is true.,1573,2023-08-02,1,NA,R_3JDVHx6vUgnNlh2,R_1DqFq1lNI2105IQ
Male,NA,Both statements are true OR neither is true.,386,2023-08-02,1,NA,R_2dLny3uDWTPANXa,R_3HkmM6oiO5ERO8i
Male,Yes,NA,223,2023-08-02,NA,1,R_3OfsqkKXMZkJZgn,R_3LbVtTnCsgKT3Rk
Male,NA,Both statements are true OR neither is true.,9751,2023-08-02,1,NA,R_33CofjDfy2LifUy,R_11gqWwAmEeb6l0a
Male,No,NA,286,2023-08-02,NA,1,R_sUtpvxOAaCe6MX7,R_3fTelPoMhdbDqsg
Female,Yes,NA,280,2023-08-02,NA,1,R_2b1zmiV1ASGfEju,R_R9vO2szQAG9ZPCp
Female,Yes,NA,270,2023-08-02,NA,1,R_pH22iGvzi5izBLz,R_1kMrtEJGaGUwWgi
Female,No,NA,27191,2023-08-02,NA,1,R_ezGQKf79IbSGr7P,R_21AkTHE39D0WJDH
Male,Yes,NA,668,2023-08-02,NA,1,R_1GTxQBfPFovMJdJ,R_11cNpltDzVeiXgR
Male,NA,Both statements are true OR neither is true.,261,2023-08-02,1,NA,R_25u6xsRtTT22zog,R_31aPNBcUpQMsRzq
Male,No,NA,1236,2023-08-02,NA,1,R_2uajj8BIW2MzlFn,R_2diP1n7jer84OhU
Male,NA,One of the two statements is true.,543,2023-08-03,1,NA,R_29lYhiACeA1lydh,R_R9WhgwcUKDE92eZ
Female,No,NA,219,2023-08-03,NA,1,R_1ltPbFpyem48pxl,R_xbwW04yriqglTHz
Male,NA,NA,181,2023-08-03,1,NA,R_2ATgDBCc4R1Hk2G,R_24NxP8xp6EL68FU
Male,No,NA,878,2023-08-03,NA,1,R_2fy6vJzskL7lWTK,R_27IF7ZfdiqvgW66
Male,NA,One of the two statements is true.,75705,2023-08-02,1,NA,R_1F4D4noFB34bEmR,R_1NfVjKs4aui7P6K
Male,No,NA,583,2023-08-03,NA,1,R_333g42okCxzqMSn,R_3nH3VxXfUXnhxol
Male,No,NA,874,2023-08-03,NA,1,R_1K7QAmteihZfAJX,R_23TtimwED8aQnyW
Male,Yes,NA,1242,2023-08-03,NA,1,R_1oq0RE9nFuF50oF,R_3NBPz1FeWBWgSL6
Male,NA,NA,1148,2023-08-03,1,NA,R_1IKU52rHg6PdE8U,R_1mXgUAYSsSGCHgs
Male,NA,One of the two statements is true.,226,2023-08-03,1,NA,R_3O193zpEh1gS9iT,R_PwxRwK4EgMBWp6F
Male,No,NA,919,2023-08-03,NA,1,R_DvnX0ioqRZDMumB,R_ClezXOgszN26cIp
Female,NA,One of the two statements is true.,1066,2023-08-03,1,NA,R_3ksORTQCyT5LHma,R_1f7MpLgmgQsgPhq
Male,NA,Both statements are true OR neither is true.,903,2023-08-03,1,NA,R_DSMoWSjWCxArrq1,R_27fIMz22MdD9ANE
Male,NA,One of the two statements is true.,1121,2023-08-03,1,NA,R_2rw5PajpzKG4q0O,R_2qdw4ZDadZ6IdN1
Male,No,NA,140532,2023-08-01,NA,1,R_1ILrP3yEJhZBtr6,R_1dEK1WXDfTgMGOn
Male,Yes,NA,809,2023-08-03,NA,1,R_3svOyiD7yYUlz3d,R_1duX9CWyXrTHmWG
Female,NA,One of the two statements is true.,620,2023-08-03,1,NA,R_V3VsO1qsP6L13zj,R_3JlrVwRxKlSVeCK
Female,Yes,NA,136331,2023-08-01,NA,1,R_3CO5IMsbewLHQ74,R_2QDnNKmuPnduZaM
Male,No,NA,416,2023-08-03,NA,1,R_3dYa27Bd4dXKkI6,R_3L1gWJvy5bsifuj
Female,NA,Both statements are true OR neither is true.,189,2023-08-03,1,NA,R_2q4VTVUyYWRGXIt,R_27Vbpq65JjqnDaF
Male,NA,One of the two statements is true.,10337,2023-08-03,1,NA,R_12KJUuknHwkOqJX,R_xmBCsSRfVkTyGlz
Male,NA,One of the two statements is true.,1171,2023-08-03,1,NA,R_21gh7l6HNbqki96,R_1dyKG9te9LQr0I9
Male,No,NA,1134,2023-08-03,NA,1,R_1ovYfd9RnXi6wZW,R_3MQE1O53TGJXqFa
Male,NA,Both statements are true OR neither is true.,543,2023-08-03,1,NA,R_VOkEAzI93xnq4jn,R_3NWHAawkFOi4hhU
Male,Yes,NA,445,2023-08-03,NA,1,R_r0vVuEwGbJmqO09,R_XOg3rE52ilUxdcd
Female,NA,One of the two statements is true.,531,2023-08-03,1,NA,R_1n1lzTO659iwAHL,R_vGNTiaWqReEoEHT
Male,NA,Both statements are true OR neither is true.,332,2023-08-03,1,NA,R_6EREBuRERvo2IZX,R_1OCfOLPCapvFOc3
Male,No,NA,544,2023-08-03,NA,1,R_28CyxYH7XRT6O4I,R_2wKxN8wAOphVHEH
Male,No,NA,361,2023-08-03,NA,1,R_3ffSRhMtySVe61m,R_3Jx8tsCMq9kaR0Q
Male,NA,Both statements are true OR neither is true.,1188,2023-08-03,1,NA,R_11X8EIPXVFXyJGf,R_3rSA1Qrcnm5TjWd
Female,NA,Both statements are true OR neither is true.,518,2023-08-03,1,NA,R_2OUAZ5emNprhF89,R_OASIiTna6BuTMrL
Female,No,NA,3355,2023-08-03,NA,1,R_3QLiHZ6jimmPBRf,R_1Hdc7L3bl0EgzC1
Female,No,NA,1124,2023-08-03,NA,1,R_qI5EidZ63auXqaB,R_27rFssLdCvJLl20
Female,Yes,NA,103585,2023-08-02,NA,1,R_1hGwHSfaQI8r0mD,R_2WHmNq19QBqRZrz
