gender,kais_direct,kais_rr,Duration (in seconds),StartDate,FL_63_DO_saied_sensitive,FL_63_DO_saied_nonsensitive,ResponseId,ExternalReference
Male,NA,Both statements are true OR neither is true.,1469,2023-08-03,1,NA,R_w5hFGCw04W4cUsV,R_3QLcktKutCbodDO
Female,No,NA,234,2023-08-04,NA,1,R_71YClQajUdwTKj7,R_2TBh1Iu0h1cyvur
Male,Yes,NA,738,2023-08-04,NA,1,R_3L83iijlkMd8BdP,R_1N4YEQeENEpt6Es
Male,NA,NA,180,2023-08-04,1,NA,R_2tWfMj6kKALdzmp,R_3J97smpmTg0verN
Male,NA,One of the two statements is true.,1859,2023-08-04,1,NA,R_3IXogaFWoMp2ey1,R_XMKbMdIguGL6N33
Female,No,NA,468,2023-08-04,NA,1,R_YQAuAjMyfKlUpeF,R_C4E3DPiNAqCTLR7
Male,NA,One of the two statements is true.,2628,2023-08-04,1,NA,R_1JORrT7UHFG2HUK,R_1CekX4j70QNqyWx
Male,No,NA,567,2023-08-04,NA,1,R_1JCussfl5VdPRna,R_1pzZOpD59ZOiw07
Female,NA,One of the two statements is true.,843,2023-08-04,1,NA,R_1ooOL4S3qKbd1iu,R_23f528rGhTgpBiP
Male,NA,NA,1633,2023-08-04,1,NA,R_tGycP5ikA6X9PJD,R_zdO0F8PpbJL4Lm1
Female,No,NA,513,2023-08-04,NA,1,R_cA90VQgTj8PI2CR,R_1H7Vrm8McgELX3C
Male,Yes,NA,727,2023-08-04,NA,1,R_3lLkhQrOXNBI1w4,R_2SvlYZZD1Yd1YvN
Male,NA,One of the two statements is true.,370,2023-08-04,1,NA,R_3jeX0BASKkMdVau,R_2dEVSTJnFk5JDDi
Male,NA,Both statements are true OR neither is true.,5513,2023-08-04,1,NA,R_1Ow2ySQAjmWAaAO,R_4UuvNLvoT0SQNSF
Male,No,NA,262,2023-08-04,NA,1,R_1dKBvthhiEffBaq,R_3r3enO4hsMR0YDC
Male,NA,One of the two statements is true.,924,2023-08-04,1,NA,R_29p2JT6OjRORvYU,R_271D9waTzBiqLhi
Male,No,NA,546,2023-08-04,NA,1,R_3ke8h3Uih7fbWhN,R_2Crp53gJSzBgvQ6
Male,No,NA,1011,2023-08-04,NA,1,R_DwPt7c8SZ2HTl0R,R_eV5gOjFv4aaHX0d
Male,No,NA,180757,2023-08-02,NA,1,R_3kj3r3KtyfVS81I,R_BSBzhVEMqb4AQqB
Female,No,NA,12184,2023-08-04,NA,1,R_12LtpHxatIQcgJe,R_3Igo9Yw57NbH4Nr
Male,NA,Both statements are true OR neither is true.,655,2023-08-04,1,NA,R_1DuKxdDTFYplVMo,R_2cnZa2VhF2pfSFz
Female,NA,One of the two statements is true.,6468,2023-08-04,1,NA,R_w0Q8rZAmiHX9Xt7,R_1dug9aEoAvdlEND
Male,No,NA,555,2023-08-04,NA,1,R_x2QEBGKKYaPenYt,R_2upJ9LC0Wye2633
Male,NA,One of the two statements is true.,1332,2023-08-04,1,NA,R_XAn44qAgIStp4lj,R_2scL8INuNMIiPRK
Male,Yes,NA,648,2023-08-04,NA,1,R_4TIbgd3U25CZLuF,R_vrc6pL7H1vJCuLD
Female,NA,NA,703,2023-08-04,NA,1,R_3LiFIGw6ApZI5Zm,R_2QWjJ8XulOygmKY
Female,Yes,NA,826,2023-08-04,NA,1,R_1FOJOmq7ywo1MJ0,R_3VgZzpo4rApFyTv
Male,NA,Both statements are true OR neither is true.,635,2023-08-04,1,NA,R_2rGtU5iWpRzBFEH,R_1pnUoHmI8nm8UZM
Male,No,NA,496,2023-08-04,NA,1,R_2TZzhOOKY7xN7zX,R_1dMOU0nMVDa8gIZ
Female,No,NA,802,2023-08-04,NA,1,R_3lW8yIbET0m6EEV,R_3CUw1inxB867XNy
Male,No,NA,180,2023-08-04,NA,1,R_2Bg65e2HvFWq0fh,R_1QsgoC8Rnw5OVIL
Male,No,NA,422,2023-08-04,NA,1,R_1eWBOFocPDMXcuT,R_To4FynNPV2eH1Hb
Female,NA,One of the two statements is true.,2913,2023-08-04,1,NA,R_VVBX4XGuP06mmfn,R_3ND5TNErL9oUVHy
Male,NA,One of the two statements is true.,653,2023-08-04,1,NA,R_9tcraULa6WbZaCt,R_bJWxldsyVDBlqxj
Male,NA,One of the two statements is true.,199,2023-08-05,1,NA,R_2TQMqySEuetSizG,R_wNscCfzmoZWYwZr
Male,No,NA,670,2023-08-05,NA,1,R_2SIbZvQeNTbxwiy,R_eJY0MgIit7GwUDL
Male,NA,NA,348,2023-08-05,1,NA,R_TpUQaEu9R2HtGLL,R_3iEm3DXWRFfD1MD
Female,No,NA,656,2023-08-05,NA,1,R_3EZugLRMrHSx8lM,R_3J5dHRNlu1l942m
Female,NA,One of the two statements is true.,577,2023-08-05,1,NA,R_2gwSaCD97p4BGeZ,R_1OUHqBdR48St1m8
Male,No,NA,188,2023-08-05,NA,1,R_2dmtmhoGyBLx92G,R_1mXl3f9oyL5ZTnA
Female,Yes,NA,617,2023-08-05,NA,1,R_2qsbKawHr6Kq7af,R_21yutx5qp707m21
Male,NA,One of the two statements is true.,746,2023-08-05,1,NA,R_1OSTAAEBxsm9P4Q,R_ZvOmuCeLj3DVXRT
Male,NA,Both statements are true OR neither is true.,626,2023-08-05,1,NA,R_2SIX0vGz9eFIMaC,R_30i5M6OqfCgcov8
Male,No,NA,12325,2023-08-04,NA,1,R_1QLCGWlZM8jsOyp,R_2CxrOZT3zYYVH39
Male,NA,One of the two statements is true.,972,2023-08-05,1,NA,R_3kAF76Iqk8iix8Y,R_82MfQmzxQbgD6iB
Female,Yes,NA,6342,2023-08-05,NA,1,R_1EbN1pUcDydKUtT,R_3iW5kztNi3iXp5x
Male,NA,Both statements are true OR neither is true.,727,2023-08-05,1,NA,R_28NgkKMJql4cdEQ,R_2Swb7ez5yl1WM6p
Male,NA,Both statements are true OR neither is true.,819,2023-08-05,1,NA,R_3sv2dxTcw3PpFES,R_US0xueqT5KbHXlD
Male,NA,NA,440,2023-08-05,1,NA,R_WkAh2LjPeIjiBnX,R_27PbpCxdfYwqHXf
Female,NA,Both statements are true OR neither is true.,511,2023-08-05,1,NA,R_RxFdWsbTsElDCyl,R_1BPNv4EcIH6hsA3
Male,Yes,NA,945,2023-08-05,NA,1,R_usTWbljRM6w1r5D,R_3ET2S3VgD3Rgdok
Female,NA,Both statements are true OR neither is true.,354,2023-08-05,1,NA,R_3HzSPvh9qEHEuFv,R_2A0c98ISbV5Ks6u
Female,NA,Both statements are true OR neither is true.,272,2023-08-05,1,NA,R_2Brf1QZZPYIGDSS,R_2QSz8RmPKlBjxDO
Male,Yes,NA,211,2023-08-05,NA,1,R_295P3Tm4zPt2qnK,R_3Rxzgi7kT6x8JZL
Male,NA,One of the two statements is true.,323,2023-08-05,1,NA,R_30uTazFMyNJmfkM,R_W0wBv5ZR02x8sZX
Male,Yes,NA,624,2023-08-05,NA,1,R_SOul3xNW5Rj7TRT,R_tX4MZwnztiijHfH
Male,NA,Both statements are true OR neither is true.,1713,2023-08-05,1,NA,R_qLBEYiP0YohqF2x,R_2wjHTY9nZ3hp61V
Male,NA,Both statements are true OR neither is true.,201,2023-08-05,1,NA,R_2D60lpdGsp4W4AE,R_6u7KRyq8JugEpk5
Female,Yes,NA,7981,2023-08-05,NA,1,R_2TAAF25z7YlnfVn,R_Pw9NJNaXYyjvm2R
Female,No,NA,238457,2023-08-02,NA,1,R_1MYi5C2Z200VZy9,R_vTUgbxmYL4ndvIl
Male,NA,One of the two statements is true.,433,2023-08-05,1,NA,R_3OdZev7i5S462TZ,R_pxQyPkQHsdPcHBL
Male,NA,One of the two statements is true.,486,2023-08-05,1,NA,R_QbHRjduQAdZuNLr,R_3Or9Zzqh43OSRoZ
Male,No,NA,700,2023-08-05,NA,1,R_1roh5Wknt0Do8Ls,R_22QW2QSYBay5Fu5
Male,Yes,NA,1179,2023-08-05,NA,1,R_AbKHcBXFd3vNvC9,R_5pCRoXstEW7hEMp
Male,NA,Both statements are true OR neither is true.,225,2023-08-05,1,NA,R_1BVCZv9NNkGIzPZ,R_tDPghjaqq17EpTX
Female,NA,Both statements are true OR neither is true.,311,2023-08-05,1,NA,R_tYVO121S4pkLXZD,R_3Rf3MVf3gk4OMRr
Female,NA,One of the two statements is true.,876,2023-08-05,1,NA,R_1n3FuvEldbSI2Dz,R_2UYO5FryvcPvgz5
Male,NA,Both statements are true OR neither is true.,412,2023-08-05,1,NA,R_2DOA94XqEI9OnvI,R_2CCepnhDSVZ4BCx
Male,NA,One of the two statements is true.,405,2023-08-05,1,NA,R_RaYRjLISsVtljBT,R_1OrXHWVWt5HIJYI
Female,NA,NA,5030,2023-08-05,1,NA,R_XFhvT6bBpH8ic8h,R_W3yR0AHp6Zx83WV
Male,NA,Both statements are true OR neither is true.,1640,2023-08-05,1,NA,R_2sZxf2718SGjMg9,R_2QxOtEAVUTXCLbt
Male,NA,NA,168,2023-08-05,NA,1,R_248XHQVWilfeGSI,R_1lo7ut3SNsuj90Z
Male,NA,One of the two statements is true.,670,2023-08-05,1,NA,R_3NNZQDIIiU8Qcpt,R_V3apU7pUV7BqSs1
Female,NA,Both statements are true OR neither is true.,364,2023-08-05,1,NA,R_2WBS9fteCwtgJ8T,R_yyAo2ppDtacEo0x
Female,No,NA,238,2023-08-05,NA,1,R_3L5b6qUC3qWlmKy,R_2AKLTKFEQFTX0qN
Male,No,NA,524,2023-08-05,NA,1,R_1DopVywClnFIPkc,R_8oZRTXhg9oL7d1n
Female,No,NA,477,2023-08-05,NA,1,R_1nTGTqOh8meVBAZ,R_29h4a8RRUnnJCVx
Female,NA,Both statements are true OR neither is true.,706,2023-08-05,1,NA,R_3PB6dwNlM4SxclK,R_1Ka4aJtEoLmOcKB
Female,NA,One of the two statements is true.,781,2023-08-05,1,NA,R_3m8crYo0eKdKBGd,R_3oGVHzgi6J8XsGs
Female,No,NA,726,2023-08-05,NA,1,R_3QGJHltMJOaNdkQ,R_3ltwCwTMSLjJbGJ
Female,No,NA,669,2023-08-05,NA,1,R_24CS3eDgdIqe2SQ,R_20MSjmlRRVBeHzS
Female,NA,One of the two statements is true.,643,2023-08-05,1,NA,R_2zr8otsVUMMc1uh,R_1I78DaPmo4eQLBg
Male,No,NA,440,2023-08-05,NA,1,R_OjTwU4A48U5SfHX,R_bw8HXvPtEhuIbD3
Male,NA,One of the two statements is true.,276,2023-08-06,1,NA,R_3EcMNXzTwgBXaMs,R_pzMQDFCeDEImlP3
Male,NA,One of the two statements is true.,1072,2023-08-06,1,NA,R_2asCYnHlqXcDyle,R_1iri91bMoz3N2yL
Female,No,NA,448,2023-08-06,NA,1,R_2cAu3mTZuyxj1d7,R_1osVx4YUOAgIceJ
Male,Yes,NA,6947,2023-08-05,NA,1,R_3MuPIckCYftbyJg,R_1kTDim3iYhPMkxM
Male,NA,One of the two statements is true.,270,2023-08-06,1,NA,R_1IBf30DVUS1WUjF,R_pGbaiVS2kFvhoo9
Female,NA,Both statements are true OR neither is true.,907,2023-08-06,1,NA,R_1d046Aqv7YxRt4n,R_1g1NRrnnbuOWjHt
Female,NA,One of the two statements is true.,982962,2023-07-25,1,NA,R_vrwvauNLDJQSQet,R_3mgTxmcYPnyJ6QN
Male,No,NA,1602,2023-08-06,NA,1,R_3saGiyBLWDctdPc,R_BM0HlCpNHXQwr85
Female,NA,Both statements are true OR neither is true.,772,2023-08-06,1,NA,R_2PjsKfN77mVKD3o,R_51q2Ail8PXxnFlf
Male,NA,Both statements are true OR neither is true.,709,2023-08-06,1,NA,R_2A0EGZ2zXAlehPz,R_1kYo4Q7oFkmubfo
Male,NA,One of the two statements is true.,2113,2023-08-06,1,NA,R_74odB8fMmsFHD2N,R_1EWjNSrHxLgO2cV
Male,NA,Both statements are true OR neither is true.,1050,2023-08-06,1,NA,R_83bp68WNBdqZpWV,R_2pMM0OLsS25kGHs
Female,No,NA,494,2023-08-06,NA,1,R_3PLBJCEN2HYy40y,R_8hPn2pIqsMTHSmZ
Male,Yes,NA,848,2023-08-06,NA,1,R_OHm0VX2OJx3Qs1z,R_3Oc3FYtM0WArtRo
Male,NA,One of the two statements is true.,936,2023-08-06,1,NA,R_1HqQ49kEOTgR9k1,R_w6SElQ2pQM4fjsB
Male,No,NA,494,2023-08-06,NA,1,R_1f2XzJq16sb6qHY,R_2zTKeY5tfvaGNuA
Male,No,NA,1289,2023-08-06,NA,1,R_3LjaJQvbzVnUznE,R_3GvrOaSutrdCBky
Male,No,NA,34596,2023-08-06,NA,1,R_2WGMPxc4Jar1DHK,R_2Pp6RbLtMBD9Bgu
Female,NA,One of the two statements is true.,463,2023-08-06,1,NA,R_31pwMzG35bEKgg2,R_XiYSMNtlURqXNS1
Male,No,NA,481,2023-08-06,NA,1,R_1dNxZVu8CompRqN,R_veHMZyAjlvzpS9P
Male,NA,Both statements are true OR neither is true.,424,2023-08-06,1,NA,R_09dI5HZYO4T3wM9,R_1rMtJ2AThVrE9uP
Female,NA,One of the two statements is true.,715,2023-08-06,1,NA,R_31Zsg2I7uTTLSBw,R_1jOOWiR6lLohy84
Female,No,NA,430,2023-08-06,NA,1,R_xsduansDWRVOXlv,R_4OAdXgwurk9CTRL
Male,No,NA,745,2023-08-06,NA,1,R_OHi4XVOGotkmCZP,R_3g0DWdX2sZ9vmQS
Male,NA,One of the two statements is true.,1377,2023-08-06,1,NA,R_1dgX8DHf85CoqSH,R_1iqwjZw7Izpxw86
Female,No,NA,486,2023-08-06,NA,1,R_1K2nUctkrK2sdmt,R_27BQRsc7Olw9Ij7
Male,No,NA,898,2023-08-06,NA,1,R_3luI5uBBurpJ2lE,R_3HtpJ4dy5GTPT1Z
Male,No,NA,168,2023-08-06,NA,1,R_2s1MIEY2Hdknt0j,R_1K2YoyajhDtLgVY
Male,Yes,NA,544,2023-08-06,NA,1,R_32OMvkpR1nHnkom,R_1mWzUVatahwBRo5
Male,Yes,NA,932,2023-08-06,NA,1,R_1IHmlxUc2OKdEjs,R_3j0ejqqsSfKaRKo
Male,No,NA,1011,2023-08-06,NA,1,R_3QKNoyNUZvymMLR,R_2sWNG0RXNqeqd1R
Female,NA,One of the two statements is true.,675,2023-08-06,1,NA,R_2foFqtQXMPBFYmu,R_1FFHt58rpLEo5ra
Male,No,NA,933,2023-08-06,NA,1,R_DBMXN415NQAKq09,R_2TZ3TIyTEbfK1Dp
Male,Yes,NA,332,2023-08-06,NA,1,R_2q2gwbCToFthvka,R_2ZUf6sKexabYQYw
Female,No,NA,173,2023-08-06,NA,1,R_2dn1xcZWiKS0FrY,R_3rNdDAANn6bSo0S
Male,NA,Both statements are true OR neither is true.,563,2023-08-06,1,NA,R_1PTQiMRSh4Ns8l9,R_1K6LmmhSzdBDAte
Female,Yes,NA,570,2023-08-06,NA,1,R_232DWvupgbthBRa,R_OCeiZmZNx3SEP4Z
Male,Yes,NA,704,2023-08-06,NA,1,R_RKyvXqG6cgyhEhH,R_shU22waoKzwDkWZ
Male,No,NA,1078,2023-08-06,NA,1,R_cMZSdPcKpPEipKF,R_1F39bDb5lPJtjQs
Male,No,NA,392,2023-08-06,NA,1,R_1OpIjlid5OTTmzJ,R_2rwuJG9PSnEZWJt
Female,NA,Both statements are true OR neither is true.,238,2023-08-06,1,NA,R_1lueNlzk67Aw2Sa,R_3QJKZgeWZ6RpPmw
Female,No,NA,896,2023-08-06,NA,1,R_3dSRYauQnC2Q1au,R_6E7wOGkUIF6MQwN
Male,NA,One of the two statements is true.,655,2023-08-06,1,NA,R_u7BC1z8ZSHWIG41,R_2pWydKtxlwxsIDt
Female,Yes,NA,398,2023-08-06,NA,1,R_2WURY3e3bIN1K4q,R_1jBcJg8PQ5cnxOY
Female,No,NA,305,2023-08-06,NA,1,R_3gZ716p41F2qzwN,R_xszskTjpsjWpu0h
Male,NA,NA,175,2023-08-06,1,NA,R_3fHwY6m4v9PBfbl,R_1ozsfqp4o0T41bo
Female,No,NA,391,2023-08-06,NA,1,R_30kvjZK761I7yYy,R_XLkSxyN58oGyXXX
Male,NA,One of the two statements is true.,640,2023-08-06,1,NA,R_2zYivkacHwOIOpr,R_2ymdQO9VPlAxLk5
Female,NA,Both statements are true OR neither is true.,842,2023-08-06,1,NA,R_1gTI5Tw5ezUQVmZ,R_00N4I7BzBeDtRxD
Female,No,NA,891,2023-08-06,NA,1,R_2TH05m4puim5KA1,R_2pLv5ADunWbA3sh
Male,Yes,NA,593,2023-08-06,NA,1,R_yUDAdz6Ra2tJb4R,R_3ekUwZCBldGjNVX
Male,NA,One of the two statements is true.,219,2023-08-07,1,NA,R_uzehm9OIavj31fz,R_1KpVB9SXJCQ0KBV
Male,Yes,NA,458,2023-08-07,NA,1,R_1LhQLPAYj8QazUW,R_V2PKOuvSTIDCKdz
Female,NA,Both statements are true OR neither is true.,270,2023-08-07,1,NA,R_1LcfRNJINI5c8JC,R_2CJ0zaBDzHMW1g9
Male,No,NA,1536,2023-08-07,NA,1,R_Tdd6Assc3RVfY1r,R_3KPGQcp3I7zp2UQ
Male,No,NA,439,2023-08-07,NA,1,R_3HvFTzEm6ePIWts,R_2RPN5mtSS1LxBo7
Female,NA,One of the two statements is true.,231,2023-08-07,1,NA,R_2eOKCbhxqm1hF11,R_1i4EZjk55k0M4PC
Male,NA,One of the two statements is true.,505,2023-08-07,1,NA,R_ZrhpHR603oaknqp,R_3MxPDo4DDNuaiZL
Male,Yes,NA,212,2023-08-07,NA,1,R_OBZVPJldkfzYERr,R_yWIDIBu0xhXhqZb
Female,NA,One of the two statements is true.,517,2023-08-07,1,NA,R_3huVDULdR6IYl4b,R_2Y2GPMEMIRHaWjD
Female,NA,One of the two statements is true.,664,2023-08-07,1,NA,R_6ze6MyicXAmVm9z,R_qyyFoWUg8JMX0ch
Male,NA,One of the two statements is true.,266,2023-08-07,1,NA,R_6yPk9t6A6vJxt6N,R_3NE6CAv1swYLoHO
Male,No,NA,417,2023-08-07,NA,1,R_2zx9c5JZ99cEc3c,R_10wusUqZcbq2eec
Male,NA,Both statements are true OR neither is true.,1391,2023-08-07,1,NA,R_vJEH3iPkqyBeRr3,R_2WUuQr1x7SR1seE
Male,No,NA,140,2023-08-07,NA,1,R_1rHSio5F6PDXCEi,R_3R7bNQOXxpSOnrH
Male,Yes,NA,240,2023-08-07,NA,1,R_3fdxLojMCeisJ4V,R_1g5eCWdM4nGvYqa
Male,No,NA,545,2023-08-07,NA,1,R_diN9HIKqebIsp4B,R_3L0xKQcBESfKIOi
Male,NA,Both statements are true OR neither is true.,691,2023-08-07,1,NA,R_yW2ETrAvTxEFWWR,R_3PjKpuGQ72D0An4
Male,No,NA,513,2023-08-07,NA,1,R_1hDYli4A4cM1yit,R_WojoqNBCuqcaG0F
Female,NA,One of the two statements is true.,754,2023-08-07,1,NA,R_2tLskj9xukCnqi1,R_2e8TsR4qEbOt7GU
Female,No,NA,299,2023-08-07,NA,1,R_1jIp7yptxJGWRdQ,R_3hGaAaIm9zKObGa
Male,NA,One of the two statements is true.,181,2023-08-07,1,NA,R_uev8YKT0qjPKT3b,R_25z1xlrmyKpb3sN
Male,No,NA,448,2023-08-07,NA,1,R_OcZQHCY1arCCuSB,R_2AF1zeeGEXXZ3sc
Female,NA,One of the two statements is true.,541,2023-08-07,1,NA,R_1Gv5QgImQudEeTn,R_1MPRkllIERyLTRP
Male,No,NA,550,2023-08-07,NA,1,R_2SJCTyO6ctt9YiR,R_2fuR44Qb5JCUwYc
Male,NA,Both statements are true OR neither is true.,695,2023-08-07,1,NA,R_BYz9A1lLj935PDr,R_3MG2QJPFJ3gU7v2
Female,No,NA,639,2023-08-07,NA,1,R_poeUWjsjbXfnDs5,R_yC1m8sFrFA89SG5
Male,NA,Both statements are true OR neither is true.,1431,2023-08-07,1,NA,R_1PSqFMYjMpQNoPY,R_ZIF4IYZWLW81cT7
Female,No,NA,2398,2023-08-07,NA,1,R_UuUxeAdPpeJkalj,R_1FRLawhiymBlVrU
Male,NA,Both statements are true OR neither is true.,243,2023-08-07,1,NA,R_2t6kCfzdBn40BLh,R_1jp98ynX3vdVfku
Female,No,NA,428,2023-08-07,NA,1,R_2c1xNPINwg3OkVq,R_3jYEBChsaqPHogp
Male,Yes,NA,129,2023-08-07,NA,1,R_1CDa9WQhQC1ooqV,R_2DRD3rhoWizMCnd
Female,Yes,NA,4702,2023-08-07,NA,1,R_3EtpaOkUt9AkJPU,R_1MSqYzXWCjPRDYW
Male,Yes,NA,617,2023-08-07,NA,1,R_Z4QpQDFFnsgaqf7,R_3rMyyaeqmAB6qci
Female,No,NA,300,2023-08-07,NA,1,R_1Iu75z71k4Ic7PU,R_2320tLk4BJL3JB5
Female,NA,One of the two statements is true.,256,2023-08-07,1,NA,R_02K4WZaxYhh6TPb,R_SNLikUQXx9bJwBz
Female,NA,One of the two statements is true.,213,2023-08-07,1,NA,R_TuWscfFouiFHSxP,R_2WtXfbNP5Cin0k8
Male,No,NA,2951,2023-08-07,NA,1,R_2z6JJoWfBklXfbl,R_2rwhFfPKursLACA
Male,No,NA,957,2023-08-07,NA,1,R_3L0Vncbi1OG6YVP,R_28N8nja96ZAfCRd
Male,NA,One of the two statements is true.,287,2023-08-07,1,NA,R_DTran9A7aXYJmhj,R_1lzamLrk97HlnJG
Male,NA,One of the two statements is true.,643,2023-08-07,1,NA,R_3QKuCpWT4xeaAo8,R_vD353i0ObYEMufD
Male,No,NA,181,2023-08-07,NA,1,R_234e0rVMTuo4Xr6,R_OALyxTcaSbJ4CcN
Male,NA,Both statements are true OR neither is true.,19574,2023-08-07,1,NA,R_e2nBadpYc2787ip,R_1jJLIBCClbhaiiR
Female,No,NA,2119,2023-08-07,NA,1,R_3nSnlv052VZqB4K,R_2Bs1wibXDiFaj3r
Male,No,NA,203,2023-08-07,NA,1,R_3IWTGFvwuxt6uQe,R_1Hq1I3QOkyImVN0
Male,NA,NA,234,2023-08-07,1,NA,R_1ItjDLZHcdB6kPX,R_R4wD4Zj50H7gEfL
Female,NA,Both statements are true OR neither is true.,296,2023-08-07,1,NA,R_2fed35fvsQ1aAj3,R_1Nntw8MomD8uA6R
Female,NA,Both statements are true OR neither is true.,679,2023-08-07,1,NA,R_r9chwMEmuDAbe37,R_21dldKsP3oYEayb
Male,NA,One of the two statements is true.,806,2023-08-07,1,NA,R_3KVfGYQsNUvAvdq,R_1f30JCSge0SUs4z
Female,No,NA,356,2023-08-07,NA,1,R_1d1fvYaZVTapgW2,R_1nTvpm3sLPYeFLC
Male,NA,Both statements are true OR neither is true.,273,2023-08-07,1,NA,R_RKyk6oH0eXjZ14t,R_2alYrP8mBV6APNc
Male,Yes,NA,46483,2023-08-07,NA,1,R_3PtdrTNh04tMW7Q,R_6EyAM5eNzubobN7
Male,NA,Both statements are true OR neither is true.,457,2023-08-07,1,NA,R_shQSNNnqbNXzJn3,R_2CrDFfSm1mHMkTv
Female,Yes,NA,656,2023-08-07,NA,1,R_2rNiQ0BbsXZKRXl,R_1lnUmkBy2RHDLBS
Male,NA,Both statements are true OR neither is true.,241,2023-08-07,1,NA,R_2X1M1l3QCwTOYXG,R_295ha5z249tDx55
Male,NA,Both statements are true OR neither is true.,225,2023-08-07,1,NA,R_3Jq2TWjDW6pJZlw,R_1gA8ciYPf142NNR
Female,No,NA,565,2023-08-07,NA,1,R_cuR0WFrerMfoTjr,R_2SltLkF1uAokDOv
Female,Yes,NA,165,2023-08-07,NA,1,R_2rVCJUN1pSgsIjn,R_1LOjieXTyEeYhiQ
Female,No,NA,484,2023-08-07,NA,1,R_1d1gLcZjhUfdff9,R_2e5ApQ6SQNScJz0
Male,NA,One of the two statements is true.,1447,2023-08-07,1,NA,R_2rOumwP96KYfgVl,R_11grhNz8zLMc8cH
Male,NA,Both statements are true OR neither is true.,2680,2023-08-07,1,NA,R_1E6hlLt2B4gOXmi,R_1nZSC9FfQ2USW0C
Female,NA,Both statements are true OR neither is true.,22053,2023-08-07,1,NA,R_1LbU9IyqXYTMziM,R_sNMmdRCB2SjQhuF
Female,No,NA,234,2023-08-07,NA,1,R_2SJNBfryLBpaq6Z,R_2QEtqLEHkl9q3sm
Female,NA,NA,252029,2023-08-04,1,NA,R_3068LOy6QNf3GRH,R_1gCtauyA14vwjXz
Male,NA,Both statements are true OR neither is true.,980,2023-08-07,1,NA,R_33roZig70esgoMD,R_1BPjqJw4NQlrtl2
Male,Yes,NA,1836,2023-08-07,NA,1,R_27m4ETrgfKJRcWK,R_sFD80ELIrVdKgKt
Female,NA,Both statements are true OR neither is true.,501,2023-08-07,1,NA,R_33C4BIiYtrUa4LF,R_10o7mbAzy1Y8SjQ
Male,No,NA,1771,2023-08-07,NA,1,R_21FfKPSYMgRCgQm,R_1IubF4wZ2rkO7V6
Female,NA,NA,368,2023-08-07,1,NA,R_3pa3y7F8WSgoLHq,R_1GOfISDOu89VVL4
Female,NA,NA,614,2023-08-07,NA,1,R_3fTw1xi4yTLcOOr,R_1eFV98Ki5WghcAy
Female,No,NA,652,2023-08-07,NA,1,R_3D6IBFsbxuSkgKZ,R_p4dAizGALdFQTaF
Male,NA,NA,173,2023-08-07,1,NA,R_21uFTk73MZ1uYat,R_2qkKGoawwR6tiuu
Male,NA,One of the two statements is true.,177,2023-08-07,1,NA,R_Z3PEv77fbWUq0wh,R_AnaTBYCkjFFD2Df
Male,NA,One of the two statements is true.,28209,2023-08-07,1,NA,R_3MR67pRudmORHcD,R_24jeKXfFAZKh5xL
Female,NA,Both statements are true OR neither is true.,730,2023-08-07,1,NA,R_56eJCOWQpcHH8pX,R_2zSa6K0hZ6tvtwQ
Female,NA,Both statements are true OR neither is true.,688,2023-08-07,1,NA,R_3GpPm4AA2cNbeyR,R_1qeuJXcv73lsRSo
Female,NA,Both statements are true OR neither is true.,326,2023-08-07,1,NA,R_339XsPbM1XFEEWp,R_1f2ThrbunlCxGXf
Male,No,NA,384,2023-08-07,NA,1,R_O1GNpu5toNoNm7v,R_1CHEi5vqvxz0izp
Female,Yes,NA,442,2023-08-07,NA,1,R_Ua5HXKahOt1dxkt,R_2U4O1IufO6SVTs6
